ID,TotalReplies,TotalResponses,TotalPosts,AverageWordsPerPost,LikeRate,QuestionsAsked,URLSharing,MeanPostsPerThread,ConversationInitiationRate,PostingDiversity,BidirectionalNetwork
1828,6,3,5,75.2,0.4,0.4,0,1.25,0.25,1.666667,0.285714
1829,4,4,5,208.2,1.2,0,0,1.666667,0.333333,1.666667,0.333333
1830,3,1,3,66.6667,1.666667,0,0,3,0,3,0.333333
1831,22,21,30,161.4333,0.933333,0.366667,0.066667,2.727273,0.272727,7.5,0.387097
1832,79,87,231,44.5671,0.809524,0.177489,0.004329,7.451613,0,28.875,0.431034
1833,1,1,1,10,0,0,0,1,0,1,0
1834,5,3,6,83.1667,0.166667,0.333333,0,1.2,0.4,3,0
1835,64,61,84,99.881,0.797619,0.214286,0.095238,1.953488,0.186047,4.666667,0.237624
1836,2,5,3,183,0,0.666667,0,1,0,3,0
1837,2,3,3,45,0.333333,0,0,1.5,0,1.5,0
1838,147,189,264,45.6326,0.537879,0.147727,0.018939,2.046512,0.015504,12,0.365854
1839,98,118,120,113.8,1.25,0.366667,0.116667,1.290323,0.086022,7.058824,0.227273
1840,7,7,8,38,0.25,0,0.125,1.6,0,4,0.076923
1841,11,9,6,122.8333,0.5,0.166667,0,1.2,0,3,0.111111
1842,49,43,92,98.7717,0.586957,0.282609,0.065217,3.066667,0.4,18.4,0.333333
1843,43,30,47,46.0638,0.404255,0.510638,0.06383,2.136364,0.681818,5.222222,0.280702
1844,134,157,217,73.3041,0.83871,0.345622,0.032258,2.237113,0.020619,12.764706,0.426471
1845,1,1,1,38,2,0,0,1,0,1,0
1846,18,20,24,45.2083,0.333333,0.333333,0.125,1.5,0.1875,8,0.225806
1847,31,31,40,57.1,0.125,0.45,0.15,1.904762,0.238095,4,0.291667
1848,2,3,3,246,0.666667,0.666667,0,1.5,0.5,3,0
1849,3,1,3,137.3333,0,0,0,1,0.666667,1.5,0
1850,1,1,1,18,0,0,0,1,0,1,0
1851,55,64,78,136.3462,1.5,0.435897,0.064103,1.733333,0.288889,6,0.352273
1852,5,4,6,135.5,0.833333,0.666667,0,1.5,0,6,0.285714
1853,3,3,4,68.75,0,0.75,0,4,1,4,0
1854,2,4,30,10.5,0,0,0.166667,30,0,30,0.5
1855,27,32,42,240.7857,0.904762,0.214286,0,1.68,0.04,4.2,0.282609
1856,2,1,2,46,0,0,0,1,0,1,0
1857,35,33,37,48.1622,0.351351,0.243243,0.081081,1.423077,0.115385,3.363636,0.133333
1858,253,280,633,63.5861,0.864139,0.293839,0.07425,2.310219,0.160584,35.166667,0.472376
1859,70,80,90,60.9667,0.477778,0.277778,0.022222,1.730769,0.019231,6,0.315789
1860,4,6,6,234.6667,0.333333,0.5,0,1.2,0.2,1.5,0.111111
1861,358,409,957,50.4943,1.519331,0.171369,0.028213,1.843931,0.061657,34.178571,0.46374
1862,26,28,27,34,0.555556,0.148148,0,1.08,0.04,3.857143,0.102041
1863,1,2,2,110,0.5,0,0,1,0,2,0
1864,147,162,269,28.3792,0.490706,0.223048,0.02974,1.713376,0.197452,22.416667,0.39819
1865,17,13,15,127.6,0.266667,0.333333,0.066667,1.363636,0.181818,1.875,0.034483
1866,13,8,14,189.0714,1,0.285714,0.071429,2,0.142857,2.333333,0.3125
1867,173,238,485,57.666,0.593814,0.239175,0.014433,3.849206,0.047619,26.944444,0.432056
1868,2,2,2,113,0,0,0,1,0,1,0
1869,4,8,10,456.4,1.9,0.7,0,2,0.2,2.5,0.090909
1870,7,13,19,19.2105,0,0.210526,0.105263,6.333333,0,6.333333,0.333333
1871,2,2,2,54,0,0,0,1,0,2,0
1872,1,2,2,117,0,0,0.5,1,0,2,0
1873,1,1,1,27,0,1,0,1,0,1,1
1874,13,11,15,102.0667,0,0.6,0,3,0.4,7.5,0.2
1875,20,18,19,46.8421,0.263158,0.578947,0,1.055556,0.166667,2.714286,0.117647
1876,29,28,39,114.6154,1.025641,0.461538,0.153846,1.258065,0.129032,4.875,0.117647
1877,4,2,4,60.5,0,0,0,1,0.25,1.333333,0
1878,5,2,4,79.25,0,1,0,4,1,4,0.166667
1879,53,54,67,19.4925,0.164179,0,0,1.046875,0,5.153846,0.202247
1880,33,22,22,79.7273,0.454545,0.363636,0,2.444444,0.333333,4.4,0.145833
1881,5,5,7,83,0,0.285714,0,1.4,0.4,2.333333,0.25
1882,17,9,14,117.8571,0.928571,0.357143,0,2.8,0.6,4.666667,0.181818
1883,2,3,3,150.3333,0,0.666667,0.666667,1.5,0.5,1.5,0.25
1884,85,107,147,152.2789,0.721088,0.251701,0.115646,1.235294,0.176471,14.7,0.288591
1885,57,50,63,96.9683,1.031746,0.380952,0.079365,1.188679,0.113208,5.25,0.188889
1886,3,3,4,401.25,0.75,0,0,2,0.5,2,0
1887,13,10,13,29.3077,0.076923,0.153846,0,1.3,0.1,3.25,0.095238
1888,2,3,4,43.5,0.75,0.5,0,1,0.25,1.333333,0
1889,11,9,9,57.5556,0.222222,0.333333,0,4.5,1,4.5,0.428571
1890,25,28,26,107,0.538462,0.269231,0.153846,1.857143,0.142857,2.888889,0.177778
1891,1,2,2,14,0,0,0,1,0,1,0
1892,17,14,24,45.75,0.041667,0.458333,0,4.8,0.8,12,0.55
1893,6,6,8,51,0,0,0,2,0.25,2,0.2
1894,2,2,2,30.5,0.5,0,0,1,0,1,0
1895,42,44,63,140.873,0.507937,0.507937,0.047619,1.702703,0,3.9375,0.246377
1896,23,19,45,317.2222,1.333333,0.155556,0.644444,1.216216,0.594595,4.5,0.235294
1897,2,2,2,52.5,0,0.5,0,1,0,1,0
1898,42,37,49,51.3061,0.306122,0.346939,0.102041,2.45,0.45,8.166667,0.295082
1899,1,1,1,80,0,0,0,1,0,1,0
1900,34,25,29,69.5862,1.517241,0.344828,0.068966,2.636364,0.090909,9.666667,0.340909
1901,15,15,16,149.75,0.8125,0.375,0,1.6,0.1,2.285714,0.153846
1902,2,2,2,62,0,0,0,1,0,1,0
1903,192,213,362,51.2182,0.546961,0.212707,0.082873,2.413333,0.26,27.846154,0.41115
1904,151,166,242,25.1612,0.615702,0.136364,0.004132,1.847328,0.015267,11.52381,0.360515
1905,72,81,146,134.2603,0.253425,0.5,0.116438,2.754717,0.056604,9.733333,0.318966
1906,7,5,7,115.2857,0,0.285714,0,3.5,1,7,0.090909
1907,2,5,5,212.4,1.2,0.8,0,5,0,5,0.4
1908,3,6,4,66,0.25,0,0,1,0,2,0
1909,2,2,2,88,0,0.5,0,1,0.5,1,0
1910,3,2,3,109.6667,0,0.333333,0,1,0.333333,1,0
1911,1,1,1,64,0,0,0,1,0,1,0
1912,7,5,8,220.875,0,0.125,0.125,2,0.25,2,0.2
1913,2,2,2,37,0,0,0,1,0,1,0
1914,65,63,70,45.4143,0.657143,0.328571,0.014286,1.186441,0.033898,6.363636,0.219048
1915,16,12,16,63.6875,0.25,0.625,0,1.6,0.1,16,0.272727
1916,5,7,6,44,0.5,0.166667,0,2,0.333333,2,0.2
1917,3,3,4,26,0.25,0.25,0,1.333333,0.333333,1.333333,0.2
1918,5,4,9,141.7778,0,0.666667,0,2.25,0.75,3,0.125
1919,148,157,208,72.9135,0.711538,0.355769,0.033654,2.039216,0.098039,9.904762,0.337719
1920,48,40,47,281.5106,0.531915,0.425532,0,1.382353,0.058824,3.615385,0.157895
1921,6,5,6,296.3333,0.166667,0.166667,0.166667,1.5,0.25,1.5,0
1922,5,6,6,54.8333,0.166667,0.333333,0.166667,1,0.166667,3,0.1
1923,4,1,4,434.25,0,0.5,0,2,1,2,0
1924,51,51,66,54.3182,1.015152,0.19697,0.121212,1.571429,0.071429,7.333333,0.228916
1925,12,4,15,146.4,0.133333,0.2,0.466667,2.5,0.666667,2.5,0.066667
1926,1,1,1,2,0,0,0,1,0,1,0
1927,3,3,4,149.25,0,0.5,0.5,2,0.5,2,0
1928,9,8,18,403.2222,0.777778,0.555556,0,3.6,0,6,0.307692
1929,39,29,44,59.4318,0.204545,0.590909,0,1.833333,0.5,5.5,0.259259
1930,380,452,1218,68.3424,0.775041,0.154351,0.041872,2.700665,0.053215,45.111111,0.501805
1931,50,55,63,63.7302,0.349206,0.380952,0,1.852941,0.147059,15.75,0.280488
1932,153,192,274,72.4599,1.040146,0.291971,0.047445,1.473118,0.05914,12.454545,0.263736
1933,287,308,1148,162.9303,0.37892,0.35453,0.181185,2.813725,0.237745,57.4,0.476427
1934,1,2,2,105.5,0,0.5,0,2,0,2,0
1935,39,45,47,41.7234,1.319149,0.12766,0.12766,1.46875,0.125,5.875,0.253731
1936,11,11,21,56.0952,0.095238,0.238095,0,7,0,7,0.571429
1937,2,2,2,33.5,0,0,0.5,1,0,1,0
1938,299,383,1068,149.0159,1.388577,0.314607,0.018727,4.238095,0.043651,42.72,0.489083
1939,22,22,21,114.7143,0.714286,0.238095,0.142857,1.615385,0,1.909091,0.189189
1940,7,6,9,46,0.555556,0.555556,0,1.5,0.5,1.5,0
1941,19,14,35,97.4,0.771429,0.6,0.114286,5.833333,0,35,0.375
1942,1,1,1,28,2,0,0,1,0,1,0
1943,29,27,73,207.8767,0.260274,0.342466,0.123288,3.318182,0.363636,73,0.435897
1944,9,10,12,86.9167,0,0.166667,0,2,0.333333,2.4,0.357143
1945,6,7,9,62.1111,0.222222,0.333333,0,1.285714,0,2.25,0
1946,40,42,35,76.4571,0.142857,0.428571,0,1.75,0.1,5.833333,0.242424
1947,92,99,175,232.4514,1.462857,0.36,0.017143,2.011494,0,19.444444,0.364286
1948,7,7,8,41.375,0.375,0.125,0,1,0,1.142857,0
1949,21,20,25,59,0.4,0.36,0.04,1.315789,0.105263,6.25,0.205882
1950,114,130,198,95.6111,0.949495,0.232323,0.111111,2.152174,0.043478,11,0.348066
1951,15,16,16,272.1875,1.6875,0.5,0,1.066667,0,3.2,0.192308
1952,6,4,5,48,0,0,0,1.666667,0,2.5,0
1953,35,33,60,106.6167,0.766667,0.366667,0.016667,3,0.1,30,0.387755
1954,20,23,20,90.8,0.35,0.15,0,1.176471,0.058824,5,0.102564
1955,38,48,49,20.1224,0.938776,0.122449,0.020408,1.441176,0,9.8,0.178082
1956,192,248,787,121.0407,0.729352,0.325286,0.110546,3.03861,0.069498,52.466667,0.410256
1957,6,3,5,86.6,0.6,0.4,0.2,1.25,0,1.666667,0
1958,3,4,5,317.2,0.2,0.4,0.2,1.25,0.25,2.5,0.166667
1959,11,5,10,69.3,0,0.6,0,5,0.5,5,0.230769
1960,1,1,1,7,0,0,0,1,0,1,0
1961,29,29,34,12.9118,0.235294,0.058824,0,1.030303,0.121212,3.090909,0.16
1962,6,7,9,204.6667,0,0.555556,0,2.25,0.25,2.25,0.444444
1963,7,7,9,200.7778,2.555556,0.333333,0.222222,9,0,9,0.555556
1964,2,2,2,81,2,0,0,1,0,1,0
1965,40,43,71,383.3662,0.633803,0.352113,0.816901,1.868421,0,14.2,0.296875
1966,1,2,2,7,0,0,0,1,0,2,0
1967,2,1,2,70.5,0,0,0,1,0.5,1,0
1968,9,10,12,53.9167,0.583333,0,0.166667,2.4,0.2,4,0.266667
1969,79,91,145,161.0276,0.57931,0.275862,0.055172,2.164179,0.104478,16.111111,0.393443
1970,82,97,117,181.7094,0.931624,0.401709,0.034188,1.519481,0.051948,11.7,0.226027
1971,192,184,336,74.5774,0.720238,0.261905,0.029762,2.181818,0.090909,18.666667,0.367273
1972,1,1,2,17,0,0,0,2,1,2,1
1973,3,3,4,32.75,0.25,0,0,4,1,4,0.2
1974,1,1,2,82,0,0.5,0.5,1,0.5,1,0
1975,119,137,195,72.6308,0.358974,0.384615,0.015385,1.805556,0.185185,16.25,0.340314
1976,111,120,175,62.2114,1.005714,0.348571,0.051429,1.785714,0.061224,10.9375,0.276243
1977,11,6,9,192.5556,1.555556,0.111111,0.555556,1.125,0.125,2.25,0.0625
1978,12,12,15,40.2667,0.133333,0.466667,0,1.666667,0.444444,3.75,0.142857
1979,12,5,10,39.3,0.2,0.5,0,1.428571,0.571429,1.428571,0.0625
1980,71,68,89,242.8539,0.550562,0.449438,0,3.068966,0.241379,29.666667,0.39
1981,71,111,146,191.5479,1.89726,0.184932,0.020548,2.92,0,146,0.309353
1982,1,1,2,373.5,0,0,0,2,0,2,1
1983,51,49,58,33.1034,0.603448,0.172414,0,1.757576,0.030303,6.444444,0.234568
1984,5,6,6,465.1667,1.166667,0,0.333333,3,0.5,6,0.222222
1985,32,37,92,244.2826,0.217391,0.228261,0.076087,23,0.25,92,0.5
1986,75,81,102,76.3824,0.852941,0.352941,0.039216,1.758621,0.086207,11.333333,0.228346
1987,26,10,20,18.15,0.15,0,0,1.666667,0.833333,4,0.16129
1988,131,159,241,81.3983,0.618257,0.348548,0,3.0125,0.05,17.214286,0.407767
1989,14,11,14,39.4286,0.071429,0.142857,0,1.272727,0.181818,3.5,0.136364
1990,21,29,35,193.8,0.685714,0.314286,0.142857,2.1875,0.125,5.833333,0.190476
1991,2,1,2,12.5,0,0,0,2,1,2,0
1992,11,3,6,78.3333,0.333333,0.5,0,1.2,0.6,2,0.166667
1993,10,8,21,52.619,0.142857,0.428571,0,21,1,21,0.636364
1994,38,37,72,77.8889,0.569444,0.222222,0.041667,2.666667,0.037037,10.285714,0.363636
1995,104,129,164,92.0488,1.926829,0.323171,0.036585,2.688525,0.032787,23.428571,0.378698
1996,27,31,45,64.8444,0.2,0.333333,0.066667,3.461538,0.076923,11.25,0.26087
1997,2,2,2,44.5,0,0,0,1,0,1,0
1998,7,7,9,43.7778,0.111111,0.111111,0.111111,1.8,0.2,1.8,0.166667
1999,1,3,2,221.5,0.5,0,0,1,0,1,0
2000,21,35,26,115.1538,1.384615,0.346154,0.038462,1.130435,0.086957,3.25,0.12
2001,297,368,832,53.4675,0.722356,0.252404,0.024038,2.03423,0.075795,39.619048,0.474501
2002,8,8,12,58.6667,0.5,0.25,0,2.4,0.4,3,0.333333
2003,105,117,251,162.1594,0.231076,0.330677,0.043825,2.436893,0.174757,83.666667,0.470199
2004,4,6,11,623.1818,1.090909,0.363636,0.636364,1.375,0.75,5.5,0
2005,4,3,4,45.25,0.25,0.75,0,1,0.25,1.333333,0
2006,12,6,14,83.9286,0.285714,0.214286,0.357143,1,0.214286,1.75,0
2007,2,3,4,54.25,0,0,0,4,0,4,0.666667
2008,3,6,6,39,0.5,0,0.333333,1.5,0.25,1.5,0
2009,10,5,8,30,0,0.25,0,1,0.375,2,0.071429
2010,2,3,4,62.75,0,0.75,0,1.333333,0.333333,2,0.25
2011,213,309,524,182.2634,1.051527,0.433206,0.005725,2.174274,0.016598,27.578947,0.392
2012,3,1,3,69,0,0,0,3,1,3,0.333333
2013,2,1,2,59.5,0,0.5,0,2,0,2,0.5
2014,155,194,1104,104.2636,0.428442,0.452899,0.057971,10.514286,0.152381,368,0.50431
2015,1,1,2,38.5,0,0,0,2,0,2,1
2016,13,10,13,27.9231,0.076923,0.153846,0,1.3,0.3,2.166667,0.045455
2017,45,43,55,207.1273,0.072727,0.418182,0.054545,2.619048,0.142857,9.166667,0.294118
2018,11,9,10,60.9,0.3,0.2,0,1.111111,0.222222,3.333333,0.052632
2019,7,7,9,22.5556,0.444444,0.444444,0,1.125,0.125,1.8,0.076923
2020,6,4,6,138.5,0,0.666667,0,1.5,0.5,6,0.666667
2021,113,140,210,31.819,0.919048,0.190476,0,1.842105,0.008772,15,0.297436
2022,13,14,41,46.3415,0,0.170732,0.02439,20.5,1,20.5,0.5
2023,1,1,2,40.5,0,0,0,2,1,2,0
2024,3,2,3,163.6667,0,0.333333,0,1.5,0.5,1.5,0
2025,5,6,7,29.5714,0,0,0,2.333333,0,2.333333,0.222222
2026,9,8,18,639.5556,0.944444,0.277778,0.444444,1.285714,0.642857,6,0.0625
2027,4,3,5,46.2,0,0.8,0,2.5,1,5,0.4
2028,7,4,5,68,0,0.6,0,2.5,0,2.5,0.375
2029,2,1,2,18,0,0,0.5,1,0.5,1,0
2030,133,167,201,222.4328,0.970149,0.442786,0.228856,1.675,0.058333,13.4,0.345291
2031,28,26,30,23.3,0,0.266667,0,1.428571,0.190476,3.75,0.227273
2032,8,9,10,50.7,0.7,0.2,0,1,0,2.5,0
2033,4,3,5,49.8,0,0.2,0,2.5,0.5,2.5,0.4
2034,39,40,93,36.2903,0.032258,0.064516,0,9.3,0.1,15.5,0.519231
2035,68,76,124,150.1371,0.709677,0.379032,0.032258,2.339623,0.113208,20.666667,0.263158
2036,3,2,3,25,1,0,0,1.5,0.5,1.5,0
2037,6,6,9,68.3333,0,0.333333,0,1.8,0.6,3,0.333333
2038,14,10,12,125.8333,0.416667,0.25,0,2,0,4,0.142857
2039,21,18,28,66.5357,0.142857,0.392857,0.035714,2.333333,0.583333,4.666667,0.3
2040,27,24,33,127.697,0.030303,0.090909,0,1.269231,0,11,0.159091
2041,40,45,57,90.1754,0.245614,0.315789,0.052632,2.111111,0.222222,4.384615,0.231884
2042,49,61,101,336.6535,0.376238,0.534653,0.079208,2.970588,0.029412,12.625,0.27907
2043,7,9,10,58.3,0.3,0.2,0,1.666667,0.166667,2,0.142857
2044,1,2,2,14.5,0,0,0,2,0,2,0.5
2045,2,1,2,90,0,0.5,0,1,0.5,1,0
2046,3,1,3,85.3333,0,0.333333,0,1,0.666667,1.5,0
2047,1,1,2,118,0,0,0,2,1,2,1
2048,22,22,22,194.8636,0.818182,0.181818,0.090909,1.466667,0,3.142857,0.222222
2049,51,59,91,71.9231,0.087912,0.274725,0,5.6875,0,91,0.447368
2050,149,179,540,50.7222,1.498148,0.051852,0.083333,5.09434,0.150943,28.421053,0.451327
2051,36,35,45,87.0667,0.822222,0.377778,0,1.666667,0.037037,4.5,0.224138
2052,22,12,25,64.04,0.4,0.6,0.04,2.5,0.5,6.25,0.214286
2053,7,8,9,124,0.111111,0.111111,0,1.125,0.125,3,0.071429
2054,3,2,3,241.6667,0,0,0,3,1,3,0.25
2055,3,3,4,123,0,0.25,0,1,0.5,1.333333,0
2056,3,2,3,18,0,0,0,1,0.333333,1,0
2057,1,1,2,179,0,0.5,0,1,0.5,1,0
2058,97,106,135,161.1037,0.651852,0.362963,0.081481,1.901408,0.15493,11.25,0.301282
2059,8,9,11,22.6364,0.181818,0,0,1.375,0,5.5,0.133333
2060,4,2,4,11.5,0.25,0,0,1.333333,0,1.333333,0
2061,189,199,383,65.47,1.417755,0.368146,0.018277,3.359649,0.04386,22.529412,0.426471
2062,26,28,38,70,0.184211,0.552632,0,2.111111,0.388889,9.5,0.285714
2063,8,6,8,34,0.375,0.625,0.125,2,0.75,2,0.166667
2064,200,279,683,242.7628,0.301611,0.396779,0.310395,3.672043,0.139785,31.045455,0.460366
2065,1,4,3,124,0,0.333333,0,1.5,0.5,3,0.25
2066,40,44,50,49.76,0.98,0.14,0.08,2.083333,0,4.545455,0.217391
2067,8,16,14,112.5714,0.857143,0.285714,0,1.272727,0.090909,3.5,0.090909
2068,16,8,11,113.3636,1,0.272727,0,3.666667,0.666667,5.5,0.263158
2069,3,2,3,54.6667,0,0.333333,0,1,0.333333,1.5,0
2070,1,1,2,692,0,0.5,0,2,1,2,0
2071,2,2,3,19,0.666667,0,0,1.5,0,1.5,0.333333
2072,25,28,87,43.0805,0.022989,0.275862,0,87,2,43.5,0.606061
2073,102,122,267,81.161,0.348315,0.460674,0.172285,3.467532,0.064935,17.8,0.365854
2074,3,1,3,165.3333,0.666667,0.333333,0,1,0.333333,1,0
2075,12,14,16,595.25,0.9375,0.625,0.25,3.2,0,16,0.368421
2076,1,3,4,178.75,0.5,0.25,0.25,1.333333,0.333333,2,0.333333
2077,12,13,18,392.0556,1.111111,0.5,0.277778,1.636364,0.272727,3.6,0.190476
2078,13,12,14,54.7857,1.285714,0.142857,0,1.555556,0.111111,3.5,0.25
2079,183,241,396,54.6086,0.959596,0.285354,0.156566,1.76,0.066667,18.857143,0.341772
2080,2,1,2,586.5,2,0,0.5,2,1,2,0.5
2081,15,23,20,114.5,0.3,0.35,0.1,2.857143,0.142857,6.666667,0.225806
2082,2,2,3,49.3333,1.666667,0.333333,0,1.5,0,3,0.333333
2083,24,20,24,26.3333,0.208333,0.166667,0,1.5,0.25,2.181818,0.189189
2084,260,319,678,65.444,1.399705,0.156342,0.028024,2.430108,0.017921,52.153846,0.488432
2085,21,19,28,170.1071,0.785714,0.464286,0.214286,2.8,0.1,4,0.290323
2086,6,1,3,190,0,0.666667,0,1.5,1,1.5,0.166667
2087,75,90,236,83.2161,0.309322,0.427966,0.127119,3.933333,0.15,78.666667,0.352459
2088,10,9,10,48,0.2,0.2,0,1.25,0.125,1.666667,0.055556
2089,87,84,115,91.2609,1.347826,0.104348,0.06087,1.949153,0.20339,12.777778,0.315385
2090,145,214,272,62.364,0.768382,0.330882,0.088235,1.668712,0.042945,17,0.296029
2091,13,13,16,73.1875,0.1875,0.375,0,2.285714,0,5.333333,0.3
2092,26,16,25,46.32,1.12,0.36,0,1.666667,0.533333,5,0.235294
2093,4,5,6,171.6667,0,1,0.166667,6,0,6,0.125
2094,27,32,48,19.1458,0.208333,0.166667,0.020833,2.666667,0.166667,6.857143,0.282609
2095,23,27,24,89.875,1.291667,0.166667,0,1.090909,0,6,0.06383
2096,4,2,4,95.5,0.5,0.25,0,2,1,2,0.5
2097,34,35,33,104.3939,1.181818,0.151515,0,1.32,0,6.6,0.112903
2098,8,6,11,38.7273,0.090909,0.636364,0.090909,2.2,0.6,2.75,0.166667
2099,68,61,82,50.2561,0.329268,0.353659,0.097561,1.188406,0.231884,6.833333,0.183486
2100,15,9,13,97,0.692308,0.615385,0.076923,1,0.153846,3.25,0.090909
2101,10,11,13,42.7692,0.230769,0.153846,0,1.444444,0.222222,2.166667,0.3125
2102,4,5,6,53.3333,0,0,0,1.2,0,1.5,0
2103,8,11,20,334.85,0,0.55,0,5,0.25,20,0.266667
2104,3,3,5,93.6,0.8,0.2,0,1.25,0.25,1.666667,0
2105,20,12,20,70.75,0.45,0.2,0.05,1.176471,0.294118,4,0.103448
2106,6,4,7,35.2857,0.142857,0,0,1.4,0.4,3.5,0.111111
2107,13,13,24,120.4167,0.375,0.166667,0.041667,1.6,0.066667,6,0.368421
2108,9,12,9,212.7778,0.444444,0.333333,0,1.285714,0,1.8,0.105263
2109,5,5,8,69.625,0,0.75,0,8,0,8,0.25
2110,69,75,83,49.5783,0.566265,0.180723,0.036145,1.202899,0.057971,3.952381,0.220339
2111,2,3,5,333,0,0.6,0,1.666667,0.666667,1.666667,0.25
2112,41,41,50,12.34,0.28,0.18,0.04,1.282051,0.076923,3.571429,0.223881
2113,69,82,115,134.0348,0.408696,0.408696,0.078261,1.575342,0.315068,7.666667,0.268908
2114,11,14,19,91.2105,0.105263,0.368421,0,1.9,0,19,0.388889
2115,63,57,73,92.2466,0.342466,0.219178,0.027397,1.177419,0.080645,4.5625,0.237113
2116,8,8,35,85.8857,0.085714,0.371429,0,35,0,35,0.777778
2117,8,5,6,74.6667,0.166667,0.166667,0.333333,1.2,0.2,2,0.181818
2118,245,305,1835,80.3973,0.414169,0.242507,0.062125,7.45935,0.085366,458.75,0.540616
2119,4,3,6,14.8333,0.166667,0.333333,0,3,1,3,0.75
2120,53,50,59,58.661,0.389831,0.271186,0.101695,1.404762,0.02381,6.555556,0.22619
2121,37,36,61,223.3443,0.295082,0.622951,0.04918,3.210526,0,8.714286,0.351852
2122,113,109,174,31.4138,0.448276,0.304598,0.011494,1.487179,0.205128,8.285714,0.290698
2123,162,188,321,59.243,0.638629,0.327103,0.133956,1.969325,0.257669,21.4,0.377953
2124,1,1,2,198,0,0,0,2,1,2,0
2125,91,101,162,25.3148,0.969136,0.104938,0.141975,1.883721,0.093023,12.461538,0.333333
2126,242,306,642,108.7991,0.957944,0.300623,0.11215,2.147157,0.107023,24.692308,0.427083
2127,17,18,23,52.9565,0.130435,0.347826,0.043478,1.769231,0.230769,2.090909,0.166667
2128,7,6,11,134.9091,0,0.181818,0.272727,1.833333,0.166667,3.666667,0.181818
2129,4,4,5,66.4,0,0.2,0.2,1.25,0.25,1.666667,0
2130,1,1,2,39.5,0,0,0,2,0,2,0
2131,3,5,6,138.5,0,0.333333,0,6,0,6,0.333333
2132,25,31,22,90.5909,0.863636,0.5,0.090909,1.222222,0,4.4,0.098039
2133,12,17,13,37.1538,0.384615,0.307692,0,1.3,0,3.25,0.115385
2134,7,11,9,33.6667,0.111111,0,0.111111,1.125,0,4.5,0.125
2135,49,52,65,71.4923,0.384615,0.415385,0.061538,3.25,0.1,16.25,0.346667
2136,2,2,3,57.6667,0.333333,0.333333,0,3,1,3,0
2137,8,9,17,124.5882,0.705882,0.529412,0,3.4,0,8.5,0.545455
2138,9,15,10,105.2,0.8,0.2,0,1.25,0.125,2.5,0
2139,21,27,25,95.68,1.28,0.2,0.16,1.190476,0,3.571429,0.230769
2140,3,2,3,66.6667,0,0.333333,0,1.5,0.5,1.5,0.25
2141,35,28,37,55.0811,0.081081,0.540541,0.081081,1.761905,0.333333,18.5,0.166667
2142,3,2,3,58.3333,0.333333,0.333333,0,1.5,0.5,1.5,0
2143,12,9,14,85.4286,0.785714,0.714286,0,3.5,0.25,3.5,0.235294
2144,3,2,4,116.25,0.25,0.25,0.25,2,0.5,2,0.25
2145,67,64,78,70.859,0.628205,0.384615,0.051282,1.625,0.104167,11.142857,0.29703
2146,6,3,5,16,0,0,0,1.666667,0.333333,1.666667,0.285714
2147,1,1,2,60,0,0.5,0,1,0.5,1,0
2148,6,5,6,39.3333,0.166667,0.5,0,2,0.333333,3,0.222222
2149,35,43,45,110.7111,0.533333,0.377778,0.066667,1.730769,0.038462,6.428571,0.238095
2150,2,1,2,54,0,0,0,1,0.5,1,0
2151,12,10,16,213.375,0.375,0.375,0.0625,2.285714,0.285714,16,0.375
2152,188,211,372,126.0269,0.494624,0.422043,0.010753,2.565517,0,18.6,0.50566
2153,126,117,201,148.8209,0.512438,0.238806,0.313433,1.620968,0.08871,20.1,0.285714
2154,60,59,70,50.8857,0.528571,0.385714,0.028571,1.944444,0.194444,7.777778,0.293478
2155,222,253,476,69.9601,1.247899,0.310924,0.037815,1.658537,0.02439,17.62963,0.41791
2156,38,35,40,97.225,0.425,0.275,0,1.428571,0,4.444444,0.123077
2157,7,9,12,94.1667,0.166667,0.583333,0,3,0,12,0.333333
2158,2,2,3,12.6667,0.333333,0.333333,0,1.5,0.5,1.5,0
2159,101,99,141,56.7589,1.432624,0.262411,0.106383,1.855263,0.197368,8.8125,0.315789
2160,160,181,394,63.1421,2.088832,0.098985,0.048223,2.141304,0.027174,15.76,0.444915
2161,8,5,10,101.7,0.9,0.1,0.3,1.25,0.5,1.666667,0.181818
2162,120,156,203,122.3054,0.852217,0.300493,0.019704,2.416667,0.095238,9.227273,0.38
2163,27,16,26,89.7308,0.269231,0.269231,0,2.363636,0.636364,5.2,0.34375
2164,4,2,6,15.3333,0.333333,0,0.666667,1,0.666667,1.2,0
2165,9,10,13,83.6923,0.923077,0.076923,0.230769,1.444444,0.111111,2.166667,0.117647
2166,113,146,260,256.3731,0.669231,0.515385,0.142308,4.90566,0.075472,32.5,0.407609
2167,1,1,2,33.5,0,0,0,2,1,2,0
2168,19,17,49,224.898,0.122449,0.326531,0.102041,2.45,0.4,7,0.384615
2169,3,3,5,51,0,0,0,1.666667,0.333333,1.666667,0.2
2170,2,2,3,66,0,0,0,1.5,0.5,3,0
2171,9,7,9,49.2222,0.222222,0.444444,0,1.8,0.6,1.8,0.142857
2172,109,117,172,45.3605,0.290698,0.25,0.063953,1.70297,0.118812,8.6,0.276836
2173,261,285,674,60.957,2.299703,0.281899,0.043027,2.524345,0.131086,29.304348,0.5
2174,1,1,2,277.5,1,0.5,1,2,1,2,0
2175,2,1,2,140.5,0,0.5,0,2,1,2,0
